age,selling_price,km_driven,mileage,engine,max_power,seats
3,875000,25000,18.49,1493,100,7
11,420000,100000,13.5,2179,115,5
15,325000,70000,10.1,2354,152,5
5,385000,30000,20.63,1198,67.06,5
6,300000,40000,18.15,1198,82,6
10,335000,135000,21.9,1396,88.76,5
8,300000,35000,23.1,998,67.04,5
18,80000,120000,13.2,1495,94,5
10,400000,120000,15.96,2523,62.1,7
10,168000,190000,19.09,1396,69,5
6,550000,120000,15.96,2523,62.1,9
11,320000,175000,13.6,2523,63,7
11,320000,175000,15.96,2523,63,9
11,350000,25000,16.95,1498,97.7,5
9,280000,80000,21.02,1248,88.76,5
5,550000,70000,24.4,1120,71,5
4,500000,10000,20.14,1197,81.86,5
3,700000,6000,19,1194,94.68,5
9,380000,90000,20.5,1598,103.5,5
10,340000,110000,15.96,2523,63,9
15,160000,120000,13.6,2523,63,9
8,750000,50000,12.99,2494,100.6,7
4,531000,20000,18.9,1197,81.86,5
5,300000,35000,23.01,999,67,5
8,350000,60000,20.14,1498,88.8,5
12,150000,68000,18.6,1199,79.4,5
7,450000,30000,20.4,1197,81.8,5
5,1625000,54000,16,2179,140,7
16,85000,120000,16.8,1405,68,5
4,450000,30000,18.9,1197,81.86,5
5,360000,50000,27.28,1047,69,5
2,390000,6000,23.95,998,67.05,5
11,145000,50000,15.37,1196,73,7
10,540000,90000,12.05,2179,120,8
14,290000,126000,12.8,2494,102,8
9,300000,90000,25,1396,69,5
5,565000,80000,18.16,1196,86.8,5
11,441000,70000,10.5,2609,120,7
11,180000,80000,21.1,814,55.2,5
9,200000,80000,21.1,814,55.2,5
17,85000,150000,19.7,796,46.3,5
16,67500,110000,17.88,1396,52.8,5
6,700000,110000,24.3,1248,88.5,5
12,275000,80000,22.07,1199,73.9,5
3,600000,20000,18.9,1197,81.86,5
11,250000,120000,13,2489,95,8
6,600000,120000,15.96,2523,63,9
12,200000,80000,20.4,1248,91.2,5
7,425000,91500,24,1120,70,5
10,420000,120000,19.3,1248,73.9,5
10,321000,100000,23,1396,90,5
10,350000,120000,14,2498,112,8
5,490000,80000,17.8,1198,86.7,5
7,680000,90000,15.4,2523,75,7
6,298000,70000,23.95,998,67.05,5
11,450000,150000,13.5,2179,115,5
10,250000,40000,22.3,1248,74,5
9,1075000,110000,12.8,2953,156,7
5,500000,20000,18.9,1197,82,5
3,681000,10000,19,1194,94.68,5
8,650000,90000,15.1,2179,140,7
14,80000,70000,15.26,1150,74.9,5
13,290000,120000,13.6,2523,63,7
16,220000,120000,10.5,2179,120,8
13,120000,90000,0,1086,62,5
5,229999,80000,22.7,799,53,5
19,150000,132478,13.6,2523,63,7
8,500000,45000,19.1,1197,85.8,5
9,175000,120000,19.09,1396,69,5
3,720000,10000,19,1194,94.68,5
10,100000,51000,16.1,796,37,4
13,250000,105000,12.9,1799,130,5
8,810000,100000,15.1,2179,140,7
12,165000,30000,19.7,796,46.3,5
6,409999,60000,12.2,1994,105.3,10
9,430000,86000,22.9,1248,74,5
7,300000,15000,20.62,1198,67,7
11,350000,137500,19.3,1248,73.9,5
4,400000,60000,23.01,999,67,5
6,420000,70000,18.2,1248,73.74,7
7,430000,5000,20.51,998,67.04,5
5,573000,30000,20.4,1197,81.8,5
7,210000,40000,21.1,814,55.2,5
7,600000,60000,19.01,1461,108.45,5
14,150000,70000,17.7,1497,78,5
3,550000,15000,20.3,1199,84,5
11,320000,110000,19.3,1248,73.9,5
22,80000,70000,16.1,796,37,4
3,800000,10000,27.4,1498,98.63,5
9,500000,60000,16.02,1373,93.7,7
11,229999,110000,18.8,1248,90,5
9,500000,60000,16.02,1373,93.7,7
7,630000,35000,18.6,1197,81.83,5
6,190000,70000,16.8,796,34.2,8
11,229999,110000,18.8,1248,90,5
11,450000,100000,13.6,2523,63,7
14,95000,120000,19.7,796,46.3,5
13,101000,90000,19.7,796,35,8
6,500000,70000,25.8,1498,98.6,5
8,1019999,88000,12.99,2494,100.6,7
10,244000,38000,21.1,814,55.2,5
9,250000,90000,20.51,998,67.04,5
6,660000,60000,21.4,1197,83.1,5
12,270000,60000,18.5,1197,80,5
10,280000,156060,23.2,1248,73.94,5
5,1050000,60000,19.67,1582,126.2,5
5,525000,70000,20.85,1197,83.14,5
5,850000,35000,23.9,1582,126.2,5
6,1165000,50000,16,1997,140,7
10,345000,50000,18.6,1197,85.8,5
15,95000,100000,17.8,1086,63,5
7,241000,15000,22.74,796,47.3,5
7,235000,20000,22.74,796,47.3,5
7,615000,80000,22.77,1498,98.59,5
8,350000,110000,20.8,1461,64.1,5
8,350000,35000,20.51,998,67.04,5
8,380000,35000,20.51,998,67.04,5
5,400000,140000,14.07,2956,69.01,7
12,220000,40000,19,998,67.1,5
14,270000,110000,14.4,2179,120,7
10,275000,70000,18.5,1197,85.8,5
13,125000,100000,17,1405,71,5
7,360000,20000,19.81,1086,68.05,5
3,550000,15000,18.9,1197,81.86,5
11,200000,70000,16.6,1388,68,5
6,327000,20000,18.15,1198,82,6
6,425000,15000,19.81,1086,68.05,5
5,620000,107000,28.4,1248,74.02,5
11,130000,54000,18.4,1248,75,5
13,120000,58000,19.7,796,46.3,5
11,400000,110000,12.05,2179,120,8
15,185000,90000,16.8,1493,110,5
7,204999,43000,20.3,998,68.05,5
5,625000,43000,28.4,1248,74.02,5
9,600000,60000,20.77,1248,88.8,7
11,150000,150000,12.8,1396,85,5
5,300000,35000,23.01,999,67,5
9,229999,46000,18.2,1199,84.8,5
4,220000,10000,16.8,796,34.2,8
6,576000,35000,18.6,1197,81.83,5
6,265000,50000,25.17,799,53.3,5
11,300000,80000,22.32,1582,126.32,5
5,420000,110000,24.7,1047,69,5
7,750000,14000,20.77,1248,88.76,7
10,165000,60000,30.46,796,47.3,5
5,290000,28000,25.17,799,53.3,5
11,160000,57000,21.1,814,55.2,5
5,695000,50000,26.59,1248,74,5
10,231000,70000,26.2,998,58.2,5
7,1050000,60000,21.43,1364,87.2,5
9,400000,70000,18.5,1197,82.85,5
6,500000,40000,18.6,1197,81.83,5
12,150000,120000,21.12,1248,88.8,5
6,400000,140000,14.02,2179,118.3,7
12,120000,100000,17,1405,70,5
8,480000,120000,14.02,2179,118.3,7
9,200000,120000,19.09,1405,69.01,5
10,300000,64000,17.8,1399,67,5
7,350000,25000,23.1,998,67.04,5
3,580000,12000,20,999,72,7
10,200000,70000,25.44,936,57.6,5
6,750000,120000,11,2179,120,5
6,261000,90000,25.17,799,53.3,5
7,371000,40000,18.2,1199,82.4,5
12,320000,300000,13.6,2523,63,7
10,204999,120000,19.09,1396,69,5
19,110000,90000,13.2,1495,94,5
13,150000,100000,17.7,1399,68,5
6,625000,90000,15.96,2523,62.1,7
5,1300000,50000,15.4,1997,120,7
7,900000,168000,20.6,1968,141,5
12,180000,110000,20,1399,68,5
12,421000,120000,13.6,2523,63,7
10,204999,120000,19.09,1396,69,5
5,900000,40000,25.5,1498,98.6,5
16,165000,110000,17.7,1497,78,5
12,270000,100000,21.9,1396,90,5
5,750000,40000,24.3,1248,88.5,5
3,750000,30000,18.6,1197,81.86,5
20,40000,80000,16.1,796,37,4
11,190000,90000,20,1399,68,5
13,395000,200000,12.8,2494,102,7
12,800000,125000,11.5,2982,171,7
11,315000,80000,17,1197,80,5
8,1600000,44000,16.55,1968,147.51,5
9,409999,90000,23.59,1364,67.04,5
4,580000,32000,18.9,1197,81.86,5
9,340000,70000,18.5,1197,82.85,5
7,270000,43000,21.1,814,55.2,5
5,280000,80000,22.95,1248,74,5
10,130000,60000,22.3,1248,74,5
8,260000,18945,21.1,814,55.2,5
4,710000,70000,24,1186,73.97,5
9,204999,100000,15.1,1196,73,7
5,300000,60000,20.62,1198,67,7
13,180000,144000,19.3,1248,73.9,5
6,700000,120000,18.49,1493,100,7
10,320000,107825,21.9,1396,90,5
2,370000,15000,22.05,796,47.3,5
4,340000,10000,25.17,799,53.3,5
3,1040000,1620,19.01,1462,103.2,6
4,750000,30000,21.19,1396,88.76,5
4,600000,70000,18.49,2179,120,9
6,550000,70000,15.96,2523,63,9
9,600000,95000,12.99,2494,100.57,7
5,550000,50000,24.7,1047,69,5
7,750000,160000,25.1,1498,98.6,5
3,450000,10000,20.3,1086,68,5
10,400000,100000,20.77,1248,88.76,7
6,520000,50000,25.2,1248,74,5
9,199000,60000,20.2,998,67.1,5
10,150000,110000,25.44,936,57.6,5
6,540000,80000,21.19,1396,88.73,5
11,250000,85000,21.5,1248,88.8,5
12,200000,90000,18.9,1061,67,5
11,130000,90000,25,1396,69,5
15,90000,90000,16.1,796,37,4
10,450000,120000,22.32,1582,126.32,5
13,280000,120000,18.1,1493,110,5
15,280000,160000,13.93,2956,138.1,7
16,120000,141000,17.3,993,60,5
14,290000,100000,17.8,1248,75,5
3,1000000,15000,22.1,1396,88.7,5
10,415000,108000,19.3,1248,73.9,5
10,415000,108000,23.4,1248,74,5
7,240000,55000,25.44,936,56.3,5
12,250000,37944,18.4,1248,75,5
11,175000,90400,20,1399,68,5
14,220000,85000,16.8,1493,110,5
19,85000,120000,20.8,1527,58,5
3,675000,5000,21.21,1197,81.8,5
6,535000,50000,19.87,1461,83.8,5
3,675000,5000,20,999,72,7
6,800000,90000,24.3,1248,88.5,5
10,425000,96000,20.77,1248,88.8,7
11,150000,80000,15.37,1196,73,5
15,90000,60000,18.2,1061,64,5
7,850000,90000,15.1,2179,140,7
14,330000,193623,12.8,2494,102,8
5,850000,63186,22.54,1396,88.73,5
14,305000,219000,13.6,2523,63,7
9,910000,110000,12.99,2494,100,7
10,1100000,151000,12.8,2494,102,8
3,675000,5000,21.4,1197,83.1,5
12,150000,91500,19.7,796,46.3,5
7,550000,23000,25.2,1248,74,5
10,350000,40000,20.54,1598,103.6,5
10,300000,70000,23.2,1248,73.94,5
4,1745000,10000,11.36,2755,171.5,7
8,611000,90000,14,2523,75,7
6,400000,68000,19.4,1198,86.8,5
9,700000,120000,22.7,1582,126.24,5
9,300000,65000,22.1,1248,76.9,5
17,65000,85000,15.3,1341,83,5
11,200000,94000,18.9,998,67.1,5
7,650000,100000,22.54,1396,88.73,5
7,650000,80000,22.54,1396,88.73,5
9,350000,80000,22.07,1199,73.9,5
11,75000,140500,17.88,1396,52.8,5
12,240000,143000,17.5,1298,85.8,5
9,240000,60000,20.92,998,67.1,5
11,180000,120000,18.4,1248,75,5
8,900000,80000,13.01,2199,194.3,7
8,425000,63000,18.06,2523,63,7
13,95000,120000,18,995,62,5
4,811000,100000,28.4,1248,74.02,5
4,1100000,60000,17,1591,121.3,5
9,600000,90000,13.58,2499,72.4,9
8,550000,50000,20.77,1248,88.76,7
7,715000,70000,15.4,2179,120,7
16,100000,120000,16.1,1405,70,5
9,500000,195000,14,2523,75,8
9,350000,40000,20.51,998,67.04,5
14,100000,40000,16.8,1405,62,5
10,325000,120000,13.93,2179,138.03,7
10,220000,360003,18.9,998,67.1,5
23,55000,60000,16.1,796,37,4
6,330000,20000,25.17,799,53.3,5
8,480000,37000,15.96,2523,62.1,7
4,950000,57000,25.1,1248,88.5,5
11,300000,110000,16.2,1493,110,5
16,170000,110000,13.9,1599,103.2,5
9,850000,120000,12.99,2494,100.57,8
3,900000,8079,24.7,1047,69,5
7,1325000,114368,12.99,2494,100.6,7
10,350000,79990,17.8,1399,67,5
10,425000,81632,20,1399,68,5
6,600000,155201,26.1,1498,99.23,5
8,750000,101504,22.7,1498,89.84,5
10,450000,90165,17.8,1399,67,5
12,325000,86017,25.5,1498,99.23,5
9,900000,85036,15.1,2179,140,7
9,600000,125531,22.77,1498,98.59,5
3,1100000,10000,17,1591,121.3,5
5,520000,20000,23.84,1199,84,5
7,885000,170000,15.4,2179,120,7
4,950000,40000,21.5,1497,108.5,5
14,229999,120000,17,1497,118,5
9,409999,100000,23.2,1248,73.94,5
11,300000,110000,17.8,1399,68,5
14,175000,120000,16.8,1405,68,5
22,108000,206000,19.7,796,46.3,5
5,425000,40000,23.1,998,67.04,5
11,272000,170000,16.52,1991,123.7,5
9,310000,70000,19.81,1086,68.05,5
5,1125000,105000,21.38,1396,88.7,5
8,450000,46000,19.1,1197,81.86,5
11,388000,80000,22.07,1199,73.9,5
11,400000,60000,16.2,1599,103.2,5
7,760000,70000,25.1,1498,98.6,5
13,120000,90000,19.7,796,46.3,5
3,757000,25000,28.4,1248,74.02,5
7,270000,53000,22.74,796,47.3,5
11,250000,90000,13.55,2179,118.35,7
11,800000,60000,12.8,2494,102,7
8,1380000,150000,13,2982,168.5,7
8,700000,24000,16.55,2498,105,6
6,450000,100000,24.2,1498,98.6,7
4,650000,6000,18.15,1198,82,6
9,950000,49700,15.1,2179,140,7
15,626000,80000,12.8,2494,102,7
3,600000,10000,21.21,1197,81.8,5
3,290000,21000,25.17,799,53.3,5
9,215000,25000,20.92,998,67.1,5
6,250000,22000,25.17,799,53.3,5
5,750000,50000,24.52,1248,88.5,7
6,250000,20000,23.95,998,67.05,5
5,950000,15000,15.4,1497,117.3,7
4,793000,30000,25.83,1498,99,5
7,750000,74000,19.67,1582,126.2,5
5,725000,6550,18.2,1199,88.7,5
6,480000,30000,24,1120,70,5
9,3750000,56000,11.2,2993,241,4
4,795000,41779,21.21,1197,81.8,5
6,625000,54000,18.7,1199,88.7,5
6,2900000,31000,13,2143,204,5
5,625000,37000,26.8,1248,74,5
11,440000,90000,18.1,1991,147.9,4
4,1400000,13534,14.28,1798,138.03,5
5,1450000,7000,14.53,1794,138.1,5
5,2700000,23000,17.9,2143,136,5
3,1925000,43000,11.36,2755,171.5,8
2,1900000,5000,17.8,1493,113.4,5
5,844999,70000,28.09,1248,88.5,5
6,650000,99000,21.66,1498,103.52,5
4,750000,15000,22,1197,81.8,5
4,6000000,28156,17.09,2993,261.4,4
7,610000,30000,18.7,1199,88.7,5
4,2940000,100000,12.9,2755,174.5,7
5,1150000,63309,19.67,1582,126.2,5
6,1825000,94000,11.36,2755,171.5,7
4,890000,29000,17.4,1197,81.86,5
5,2625000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
5,2625000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
5,2625000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
5,2625000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
5,385000,155000,25,1396,69.01,5
6,400000,35000,23.1,998,67.04,5
4,550000,50000,24,1186,73.97,5
12,270000,185000,14.8,2499,80,7
9,200000,175000,19.09,1396,69,5
6,310000,11500,25.17,799,53.3,5
3,700000,3000,25.4,1186,73.97,5
7,480000,80000,22.1,1248,74,5
17,90000,40000,19.7,796,46.3,5
17,80000,40000,19.7,796,46.3,5
7,350000,90000,23.2,1248,73.94,5
5,600000,100000,23.65,1248,88.5,5
11,350000,120000,13.5,2179,115,5
4,770000,50000,24.3,1248,88.5,5
10,350000,25000,21.03,1461,65,5
11,600000,50000,12.05,2179,120,8
6,750000,71000,18.49,1493,100,7
6,340000,40000,20.51,998,67.04,5
4,650000,31800,18.6,1197,81.86,5
8,300000,65000,20.36,1197,78.9,5
8,204999,15000,22.74,796,47.3,5
10,254999,70000,20.8,1461,65,5
5,650000,5000,18.16,1196,86.8,5
5,280000,50000,21.1,814,55.2,5
11,100000,80000,17.2,1396,53.5,5
8,575000,70000,13.58,2499,72.4,9
5,780000,40000,24.3,1248,88.5,5
9,467000,157000,15.96,2523,62.1,7
7,1050000,90000,15.4,2179,120,7
11,225000,80000,19.81,1086,68.05,5
10,260000,70000,21.03,1461,65,5
13,90000,50000,16,995,63,5
10,280000,60000,20,1399,68,5
8,350000,106000,20.8,1461,65,5
16,229999,80000,10.5,2179,120,7
6,550000,80000,15.96,2523,63,9
9,850000,110000,12.99,2494,100,8
11,370000,120000,13.6,2523,63,7
9,250000,27000,20.92,998,67.1,5
15,95000,70000,19.7,796,46.3,5
12,180000,70000,18.9,1061,67,5
6,650000,50000,17.45,1493,100,7
4,530000,60000,25.4,1186,73.97,5
5,610000,15000,22,1197,81.8,5
12,265000,135000,14,2498,112,8
4,560000,26300,23.84,1199,84,5
8,430000,120000,15.96,2523,62.1,7
5,711000,35000,28.4,1248,74.02,5
7,511000,30000,20.85,1197,83.14,5
10,450000,165000,15.96,2523,62.1,7
7,325000,50000,17.57,1193,88.7,5
9,434999,120000,21.64,1461,84.8,5
12,210000,100000,20,1399,68,5
15,160000,120000,15,1586,104.68,5
5,650000,70000,17.5,1373,91.1,7
8,320000,72000,18.6,1197,81.83,5
5,290000,50000,23.01,999,67,5
9,80000,30000,25.4,624,37.48,4
5,1100000,20000,14.1,2179,147.94,7
7,600000,110000,26.21,1248,88.5,5
5,340000,25000,25.17,799,53.3,5
8,750000,120000,12.99,2494,100.6,7
16,100000,40000,19.7,796,46.3,5
3,395000,10000,25.17,799,53.3,5
12,200000,65000,18.9,1061,67,5
3,450000,10000,21.94,1196,61.7,5
10,180000,110000,13.87,1390,75,5
14,190000,120000,13.6,2523,63,7
7,310000,72000,15.37,1196,73,5
8,351000,89100,23.2,1248,73.94,5
16,190000,94000,17.4,1599,104,5
7,225000,120000,21.1,814,55.2,5
10,130000,110000,16.2,995,62.1,5
4,1000000,50000,28.09,1248,88.5,5
18,55000,90000,16.8,1405,62,5
8,330000,23000,18.2,1199,82.4,5
9,166000,50000,16.8,796,34.2,5
9,200000,300000,14,2498,112,8
11,140000,50000,20.92,998,67.1,5
5,370000,140000,21.94,1196,61.7,5
3,720000,16000,17.4,1197,81.86,5
7,500000,126000,21.19,1396,88.73,5
3,570000,15000,20.14,1197,81.86,5
12,210000,200000,17.5,1197,85.8,5
13,120000,120000,19.7,796,46.3,5
17,95000,120000,15.3,1341,83,5
12,196000,110000,16.95,1197,78.9,5
6,392000,38000,15.37,1196,73,5
12,150000,104000,15,1368,90,5
5,595000,120000,15.4,1497,117.3,7
4,833000,35000,24.3,1248,88.5,5
11,280000,210000,22.9,1248,74,5
19,35000,35000,16.1,796,37,4
13,180000,85000,21.1,1248,73.9,5
10,225000,80000,18.9,998,67.1,5
10,1400000,50000,14.84,2143,170,5
13,340000,40000,23,1396,90,5
12,550000,216000,12.8,2494,102,8
5,400000,65000,20.51,998,67.04,5
16,90000,100000,15.3,1341,83,5
7,650000,84000,28.09,1248,88.5,5
10,730000,210000,12.99,2494,100,7
12,125000,60000,15.26,1150,74.9,5
16,81000,100000,15.3,1341,83,5
15,170000,78000,16.1,1298,88.2,5
20,81000,161000,13,1493,100,5
17,95000,70000,19.7,796,46.3,5
12,55000,50000,26,624,35,4
5,880000,65000,19.98,1461,108.5,8
7,200000,50000,25.17,799,53.3,5
3,480000,25000,20.52,1197,81.8,5
9,480000,100000,15.96,2523,62.1,9
4,700000,6000,18.6,1197,81.83,5
6,850000,72113,21.9,1498,98.6,7
10,300000,40000,23.57,1396,70,5
5,650000,8000,18.6,1197,81.83,5
12,220000,20000,21.1,1197,85.8,5
8,300000,45000,19.09,1405,69.01,5
8,450000,80000,23.4,1248,74,5
8,400000,90000,25.2,1248,74,5
4,1030000,25000,25.1,1248,88.5,5
12,190000,100000,18.8,1248,90,5
16,140000,60000,16.6,1388,68,5
4,800000,30000,21.19,1396,88.76,5
15,229999,120000,10.5,2609,120,7
11,300000,80000,13.93,2179,138.03,7
11,375000,69000,20.54,1598,103.6,5
12,140000,75000,18.6,1199,79.4,5
18,60000,113000,19.7,796,46.3,5
8,420000,90000,24.4,1120,71.01,5
10,300000,100000,23.08,1461,63.12,5
10,150000,110000,22.3,1248,74,5
7,600000,90000,22.77,1498,98.59,5
11,204999,100000,20,1399,68,5
5,625000,50000,25.4,1186,73.97,5
11,280000,200000,20.5,1248,91.7,5
8,1050000,146000,13.01,2199,194.3,7
13,250000,80000,12.9,1598,102.5,5
12,535000,96443,11.57,2179,138.1,7
13,400000,100000,11.7,2354,177.6,5
3,610000,10000,21.21,1197,81.8,5
8,509999,110000,23.4,1248,74,5
8,521000,86000,14,2179,138.1,7
8,511000,100000,23.4,1248,74,5
8,451000,91000,22.54,1396,88.73,5
13,170000,100000,20.36,1197,78.9,5
9,450000,120000,23.4,1248,74,5
11,375000,90000,17,1497,118,5
6,305000,60000,22.74,796,47.3,5
6,315000,51500,25.17,799,53.3,5
6,250000,60000,22.1,1248,74,5
10,200000,104500,20,1399,68,5
4,950000,30000,23,1498,98.96,5
10,400000,120000,19.01,1461,108.45,5
8,509999,100000,22.9,1248,74,5
14,375000,90000,13.5,1799,130,5
17,150000,150000,18.9,998,67.1,5
16,75000,60000,18.9,998,67.1,5
7,465000,50000,17.43,1396,105.5,5
3,700000,10000,24,1186,73.97,5
7,950000,120000,15.4,1997,120,7
5,610000,40000,18.6,1197,81.83,5
8,235000,50000,22.74,796,47.3,5
5,330000,90000,15.37,1196,73,5
8,472000,90000,20.45,1461,83.8,5
3,585000,10000,21.21,1197,81.8,5
4,500000,10000,23.5,909,45,8
3,360000,27000,23.95,998,67.05,5
6,649000,70000,26.59,1248,74,5
5,200000,50000,16.8,796,34.2,5
8,400000,110000,24,1120,70,5
7,250000,100000,27.62,793,47,5
4,1200000,50000,17.3,1497,121,7
13,250000,105000,17.8,1248,75,5
9,819999,110000,12.99,2494,100.6,8
8,800000,60000,15.1,2179,140,7
9,429000,49102,18.88,999,123.37,5
12,150000,60000,17.92,1086,62.1,5
10,170000,90000,25.44,936,57.6,5
8,335000,33033,19.4,1198,86.8,5
7,465000,63063,18.9,1197,82,5
9,360000,81000,19.01,1461,108.45,5
4,570000,80000,25.4,1186,73.97,5
10,350000,105000,19.01,1461,108.45,5
5,700000,227000,17.5,1373,91.1,7
10,375000,100000,19.01,1461,108.45,5
3,450000,60000,21.94,1196,61.7,5
9,325000,70000,21.9,1396,88.76,5
11,260000,120000,20.54,1598,103.6,5
13,130000,80000,19.7,796,46.3,5
14,150000,120000,11.57,2179,138.1,7
8,220000,40000,17.92,1086,62.1,5
8,275000,53000,20.36,1197,78.9,5
5,455000,60000,25.2,1248,74,5
5,570000,30000,18.6,1197,81.83,5
9,330000,100000,20.54,1598,103.6,5
4,1576000,70000,13.68,2393,147.8,7
10,450000,98000,20.77,1248,88.8,7
8,250000,60000,21.1,814,55.2,5
12,165000,80000,20.36,1197,78.9,5
9,800000,117000,11.18,2696,184,7
4,680000,8576,18.7,1199,88.7,5
5,525000,19723,20.3,1199,84,5
6,825000,21446,16.8,1497,116.3,5
5,750000,52289,25.1,1248,88.5,5
5,950000,52236,15.4,2179,120,7
5,950000,54470,15.4,2179,120,7
5,675000,25471,21.9,1396,90,5
3,490000,33928,23.84,1199,84.48,5
4,775000,59736,18.49,1493,100,7
13,350000,54290,17,1497,118,5
6,475000,2118,19.4,1198,86.8,5
5,950000,61379,15.4,2179,120,7
12,350000,58544,17.4,1497,117.3,5
6,400000,74381,21.79,998,67.05,5
21,75000,35000,16.1,796,37,4
5,850000,63982,22.7,1498,89.84,5
14,175000,65000,18.9,998,67.1,5
8,570000,74000,15.96,2523,62.1,7
9,525000,56429,19.01,1461,108.45,5
10,270000,56000,20.36,1197,78.9,5
3,434999,19500,20.3,1086,68.07,5
7,495000,30000,18.6,1197,81.83,5
6,575000,53000,22.54,1396,88.73,5
5,600000,5000,20.14,1197,81.86,5
7,700000,25000,17.01,1591,121.4,5
8,560000,72000,26,1498,98.6,5
17,250000,80000,13.6,2523,63,7
9,409999,29000,15,1598,103.5,5
6,495000,56832,19.87,1461,83.14,5
8,470000,30528,18.6,1197,81.86,5
9,350000,65285,24.7,1498,98.63,5
2,1560000,20102,13.68,2393,147.51,8
7,480000,43000,18.7,1199,88.7,5
9,270000,52380,23.59,1364,67.04,5
4,660000,74250,21,1498,74.96,7
5,490000,57247,20.89,1197,81.8,5
5,800000,52000,24.3,1248,88.5,5
11,350000,47000,16.95,1498,97.7,5
11,170000,80000,17.8,1399,68,5
11,125000,85000,18,1248,75,5
10,400000,100000,19.3,1248,73.9,5
11,250000,110000,16.95,1498,97.7,5
12,190000,178000,20.4,1248,91.7,5
12,125000,120000,19.7,796,46.3,5
5,1950000,70000,16.3,1956,170,5
11,1300000,120000,12.8,1968,167.6,5
12,786000,155000,12.8,2494,102,8
7,335000,30000,20.51,998,67.04,5
13,114999,60000,18.9,1061,67,5
10,229999,70000,22.07,1199,73.9,5
5,731000,40000,22.54,1396,88.73,5
10,395000,120000,22.32,1582,126.32,5
7,500000,120000,26.59,1248,74,5
8,220000,50000,21.1,814,55.2,5
9,240000,100000,20,1399,68.1,5
12,215000,120000,23,1396,90,5
10,400000,90000,22.9,1248,74,5
10,191000,90000,19,998,67.1,5
9,351000,100000,14,2498,112,8
7,250000,20000,21.9,624,37.48,4
13,210000,90000,18.1,1493,110,5
11,300000,120000,17.6,1496,88.7,5
5,700000,35000,25.83,1498,99,5
12,500000,120000,11.8,1991,150,5
