airbnb_id,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,instant_bookable,reviews_per_month
898633,4796027,21/01/2013,within an hour,1,t,Roma Norte,4,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,19.42063,-99.16586,Entire apartment,Entire home/apt,2,1 bath,1,2,1337,2,45,251,49,98,10,10,10,10,f,0.5
911088,2875548,09/07/2012,,,f,Centro Histórico,1,['facebook'],t,f,19.4245,-99.13802,Private room in apartment,Private room,1,,1,,1275,1,1125,0,0,,,,,,f,
927919,1608293,15/01/2012,within an hour,1,f,Narvarte,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40932,-99.1755,Entire apartment,Entire home/apt,4,1 bath,2,4,2395,15,150,179,119,94,10,10,10,10,f,1.24
931771,5019262,08/02/2013,a few days or more,0,f,,1,"['email', 'phone']",t,f,19.3275,-99.14288,Private room in house,Private room,2,1 shared bath,1,1,279,1,1125,365,2,80,9,9,9,8,t,0.09
939721,4821807,23/01/2013,within an hour,1,f,Roma Norte,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.42288,-99.15488,Tiny house,Entire home/apt,3,1 bath,1,1,1417,3,1125,304,405,96,10,10,10,10,f,4.12
958470,5215017,24/02/2013,,,f,,1,"['email', 'facebook']",t,f,19.39332,-99.16233,Shared room in apartment,Shared room,2,1 shared bath,1,2,25208,1,30,0,0,,,,,,f,
997247,5479592,15/03/2013,within an hour,1,f,Roma Norte,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41434,-99.15857,Entire apartment,Entire home/apt,4,1 bath,2,2,1215,2,1000,0,355,97,10,10,9,10,t,3.66
1007174,5540061,19/03/2013,,,f,Tabacalera,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.43817,-99.15466,Private room in house,Private room,2,1 bath,1,2,793,3,90,361,9,96,10,10,10,9,f,0.09
1011428,5307709,03/03/2013,within a few hours,1,f,,1,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,t,19.34406,-99.19413,Entire house,Entire home/apt,6,4.5 baths,3,4,6186,7,90,259,15,100,10,10,10,10,f,0.16
1013504,1664327,28/01/2012,within a few hours,1,f,,2,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",t,t,19.34034,-99.18345,Private room in house,Private room,1,1.5 shared baths,1,1,279,2,200,301,47,99,10,10,10,10,t,0.52
1019309,3151394,03/08/2012,within a few hours,1,t,,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.44325,-99.20191,Entire condominium,Entire home/apt,4,2 baths,2,2,1895,3,1125,161,69,98,10,10,10,10,f,0.86
1066945,5870021,10/04/2013,within an hour,1,f,Coyoacán,5,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.35445,-99.16251,Private room in guest suite,Private room,2,1 private bath,1,1,1200,1,365,364,143,99,10,10,10,10,f,1.57
1087636,5975456,17/04/2013,within a few hours,1,t,,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.30523,-99.18356,Private room in apartment,Private room,1,1 bath,1,1,450,1,13,363,26,99,10,10,10,10,f,0.33
1125048,6171755,01/05/2013,,,f,Del Valle,1,"['email', 'reviews']",t,f,19.37205,-99.16908,Private room in apartment,Private room,2,1 bath,1,1,1983,2,3,0,0,,,,,,f,
1162686,6359246,13/05/2013,,,f,Polanco,1,"['email', 'phone', 'facebook']",t,f,19.42916,-99.20185,Private room in apartment,Private room,1,,1,,2380,1,1125,0,0,,,,,,f,
1164876,212109,24/08/2010,within an hour,1,t,Coyoacán,4,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'identity_manual', 'work_email']",t,t,19.35164,-99.15289,Entire house,Entire home/apt,6,3.5 baths,3,3,4859,10,21,173,6,100,10,10,10,10,f,0.07
1167552,6393641,14/05/2013,within an hour,1,t,Roma Norte,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.41317,-99.15735,Private room in house,Private room,2,1.5 shared baths,1,2,456,3,28,80,105,98,9,10,10,10,t,1.09
1170780,6409883,15/05/2013,,,f,San Pedro De Los Pinos,2,"['email', 'phone', 'facebook', 'reviews', 'work_email']",t,f,19.39129,-99.1888,Private room in apartment,Private room,2,1 shared bath,1,1,419,3,1125,365,17,99,10,10,10,9,f,0.2
1187817,4326326,04/12/2012,within a day,0.89,f,Hipódromo,6,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40915,-99.17321,Entire apartment,Entire home/apt,3,1 bath,1,1,900,120,360,364,50,93,9,9,10,10,f,0.52
1208312,6598890,27/05/2013,,,f,Hipódromo,1,"['email', 'phone', 'work_email']",t,f,19.40623,-99.17324,Private room in apartment,Private room,2,1 private bath,1,1,700,2,7,88,1,,,,,,f,0.02
1211383,212109,24/08/2010,within an hour,1,t,Coyoacán,4,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'identity_manual', 'work_email']",t,t,19.355,-99.16181,Private room in house,Private room,2,1 private bath,1,0,999,5,21,177,20,95,10,10,10,10,f,0.21
1226234,6688806,01/06/2013,,,f,Polanco,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",t,t,19.42948,-99.19179,Entire apartment,Entire home/apt,4,1.5 baths,2,2,1896,3,24,89,21,100,10,10,10,10,f,0.3
1233187,4079778,06/11/2012,within an hour,1,f,Coyoacán,4,"['email', 'phone', 'reviews']",t,f,19.34242,-99.15955,Private room in apartment,Private room,1,1 bath,1,1,339,1,1125,0,2,100,8,10,10,10,f,0.02
1236668,5525131,19/03/2013,within a few hours,1,f,,3,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.4336,-99.13224,Entire apartment,Entire home/apt,6,2 baths,3,0,978,6,1125,335,4,55,7,7,7,6,f,0.04
1283294,5755202,03/04/2013,within an hour,0.98,f,Zona Rosa,52,"['email', 'phone', 'facebook', 'reviews', 'work_email']",t,t,19.42801,-99.16467,Entire apartment,Entire home/apt,3,1 bath,1,1,2476,1,1000,79,122,98,10,10,10,10,f,1.37
1286695,6998716,19/06/2013,within an hour,1,t,Anzures,1,"['email', 'phone', 'reviews']",t,f,19.43514,-99.18361,Entire apartment,Entire home/apt,2,1 bath,1,1,909,4,1125,2,20,94,10,10,10,10,f,0.35
1288566,540705,27/04/2011,within an hour,1,f,Polanco,3,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",t,t,19.43179,-99.19426,Entire apartment,Entire home/apt,2,1.5 baths,1,1,3352,4,1125,290,40,97,10,10,10,10,f,0.64
1309198,7116734,25/06/2013,within a day,0.9,t,,4,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.34356,-99.1286,Private room in house,Private room,2,1 private bath,1,1,300,3,1125,246,1,100,10,10,10,10,f,0.03
1324525,7189850,30/06/2013,,,f,Del Valle,1,"['email', 'phone', 'reviews', 'manual_offline']",t,t,19.38366,-99.16569,Private room in apartment,Private room,2,1 bath,1,1,500,1,1125,364,3,100,10,10,10,9,f,0.04
1335688,7242746,02/07/2013,,,f,,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.361,-99.19862,Private room in house,Private room,4,2 shared baths,2,3,600,1,60,272,45,100,10,10,10,10,t,0.51
1344188,7271395,03/07/2013,within a few hours,1,t,Nápoles,1,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.39219,-99.17705,Private room in apartment,Private room,2,1.5 baths,1,1,844,3,15,38,213,99,10,10,10,10,f,2.37
1363110,6409883,15/05/2013,,,f,San Pedro De Los Pinos,2,"['email', 'phone', 'facebook', 'reviews', 'work_email']",t,f,19.39165,-99.18885,Private room in apartment,Private room,2,1 shared bath,1,1,419,3,1125,1,26,98,10,10,10,9,f,0.28
1391370,2269083,01/05/2012,within a day,0.67,f,,5,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,f,19.44542,-99.18627,Private room in apartment,Private room,1,1 shared bath,1,0,200,2,1125,331,4,90,9,10,10,8,f,0.05
1403168,7569372,18/07/2013,,,f,Escandón,1,"['email', 'phone', 'jumio', 'government_id']",t,f,19.40288,-99.17884,Private room in apartment,Private room,2,2 shared baths,1,0,689,2,1125,365,1,100,10,10,10,10,t,0.07
1403218,3777702,06/10/2012,within an hour,0.93,f,Guerrero,0,"['phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.44324,-99.14649,Private room in house,Private room,2,1.5 shared baths,1,1,399,1,1125,365,162,97,10,10,10,9,f,1.78
1404363,5341352,06/03/2013,within a few hours,1,t,Tlacoquemecatl,3,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.38015,-99.17402,Entire loft,Entire home/apt,2,1 bath,,1,874,2,1125,172,114,96,10,10,10,10,f,1.22
1411454,7609684,20/07/2013,within an hour,1,t,Roma Norte,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41701,-99.1658,Entire apartment,Entire home/apt,2,1 bath,1,1,1129,3,1125,153,258,98,10,10,10,10,f,2.76
1412623,7615420,20/07/2013,within an hour,1,t,Colonia Cuauhtémoc,2,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43047,-99.16267,Private room in apartment,Private room,2,1 shared bath,1,1,290,1,28,30,95,96,10,10,10,10,t,2.6
1428423,7681297,23/07/2013,,,f,,1,"['email', 'phone']",t,f,19.38221,-99.17121,Private room in apartment,Private room,2,1.5 baths,1,1,1080,1,1125,0,0,,,,,,f,
1441365,7738527,26/07/2013,within an hour,1,t,Juárez,3,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.42029,-99.17323,Entire apartment,Entire home/apt,4,2.5 baths,2,2,1190,4,1125,365,80,95,10,10,10,10,f,0.9
1455119,3941419,21/10/2012,,,f,San Diego Churubusco/Country Club,1,"['email', 'phone']",t,f,19.27306,-99.12111,Private room in house,Private room,2,1 bath,1,1,844,1,1125,365,0,,,,,,f,
1476127,7900007,02/08/2013,within an hour,1,t,Del Valle,4,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.38021,-99.16878,Private room in apartment,Private room,2,1 private bath,1,1,750,1,1125,362,164,99,10,10,10,10,t,1.76
1483498,7936694,04/08/2013,a few days or more,0,f,Condesa,7,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",t,t,19.41223,-99.1779,Entire apartment,Entire home/apt,4,1.5 baths,2,2,931,2,364,179,190,96,10,10,10,10,f,2.04
1511307,110218260,06/01/2017,,,f,,5,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43335,-99.15476,Entire loft,Entire home/apt,5,1.5 baths,1,3,1179,2,60,343,299,93,9,10,10,10,t,3.24
1514815,8069764,10/08/2013,,,f,Roma Norte,8,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.42444,-99.15452,Private room in bed and breakfast,Private room,2,1 bath,1,1,950,1,1125,365,13,94,9,10,10,9,f,0.14
1544767,4079778,06/11/2012,within an hour,1,f,Coyoacán,4,"['email', 'phone', 'reviews']",t,f,19.34378,-99.15994,Entire loft,Entire home/apt,3,1 bath,1,2,793,1,1125,0,2,90,9,10,10,10,f,0.02
1547284,5341352,06/03/2013,within a few hours,1,t,Tlacoquemecatl,3,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.37845,-99.17221,Entire apartment,Entire home/apt,4,2 baths,2,3,671,2,1125,365,44,99,10,10,10,10,f,0.48
1555819,8282570,20/08/2013,within an hour,1,t,Roma Norte,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41709,-99.16603,Entire apartment,Entire home/apt,3,1 bath,1,1,1264,3,1125,148,248,97,9,10,10,10,t,2.66
1565220,2518152,01/06/2012,within an hour,1,f,,7,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.34735,-99.19016,Room in boutique hotel,Hotel room,2,1 bath,1,1,2900,1,90,102,23,99,10,10,10,10,f,0.25
1599474,8098515,12/08/2013,,,f,,2,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'identity_manual']",t,t,19.43742,-99.21151,Private room in apartment,Private room,2,2 shared baths,1,1,659,1,365,365,21,97,9,10,10,10,f,0.23
1627630,8282570,20/08/2013,within an hour,1,t,Roma Norte,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41501,-99.16565,Entire apartment,Entire home/apt,3,1 bath,1,2,1350,3,1125,51,233,98,10,10,10,10,f,2.53
1644188,8714971,08/09/2013,,,f,Polanco,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.43058,-99.19184,Entire apartment,Entire home/apt,3,2 baths,2,2,1884,5,30,300,11,92,10,9,10,10,f,0.12
1656382,796221,09/07/2011,,,f,,1,"['email', 'phone']",t,f,19.41095,-99.18215,Private room in apartment,Private room,1,1 bath,1,1,1269,1,1125,365,0,,,,,,f,
1676923,18979393,27/07/2014,within an hour,1,f,,3,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.41919,-99.15894,Entire loft,Entire home/apt,3,1 bath,1,1,1448,2,1125,302,203,98,10,10,10,10,t,2.27
1689161,8879557,16/09/2013,within a few hours,1,f,,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.41147,-99.17284,Entire apartment,Entire home/apt,3,1 bath,1,1,838,2,1125,302,103,95,10,10,10,10,f,1.14
1727725,2518152,01/06/2012,within an hour,1,f,,7,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.34923,-99.19307,Private room in bed and breakfast,Private room,2,1 private bath,1,1,2200,1,90,365,31,99,10,10,10,10,f,0.34
1736063,2518152,01/06/2012,within an hour,1,f,,7,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.34723,-99.19396,Room in boutique hotel,Hotel room,2,1 bath,1,1,1800,1,90,102,34,96,10,10,10,10,f,0.39
1751062,8155176,14/08/2013,,,f,,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.46817,-99.16691,Private room in house,Private room,1,1.5 baths,1,1,318,2,30,0,0,,,,,,f,
1768385,1004821,22/08/2011,within an hour,1,f,Centro Histórico,17,"['phone', 'reviews', 'jumio', 'government_id']",t,t,19.43432,-99.14581,Entire condominium,Entire home/apt,6,2 baths,2,3,601,2,90,121,207,94,9,9,9,10,f,2.33
1780789,4523316,29/12/2012,within an hour,1,f,,3,"['email', 'phone', 'reviews', 'jumio', 'work_email']",t,t,19.40911,-99.16763,Private room in apartment,Private room,2,2 baths,1,1,639,3,1125,151,16,99,10,10,10,10,f,0.18
1798108,1595855,11/01/2012,within a day,1,f,Hipódromo,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,19.41638,-99.16868,Entire apartment,Entire home/apt,4,1 bath,2,2,1800,5,365,355,7,100,10,10,10,10,f,0.08
1826212,9556116,21/10/2013,,,t,Del Valle,1,"['email', 'phone', 'reviews']",t,f,19.38089,-99.17245,Entire apartment,Entire home/apt,4,2 baths,2,3,900,5,1125,1,89,96,10,10,10,10,f,0.99
1850394,9664207,27/10/2013,within a few hours,0.9,f,Juárez,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.43122,-99.15562,Entire apartment,Entire home/apt,6,2 baths,2,3,1499,1,1125,124,249,96,9,10,10,10,f,2.78
1877286,5755202,03/04/2013,within an hour,0.98,f,Zona Rosa,52,"['email', 'phone', 'facebook', 'reviews', 'work_email']",t,t,19.42804,-99.16463,Entire apartment,Entire home/apt,2,1 bath,1,1,2791,1,1125,85,91,94,10,10,10,10,f,1.03
1906586,8069764,10/08/2013,,,f,Roma Norte,8,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.42562,-99.1568,Private room in bed and breakfast,Private room,2,1 bath,1,1,1150,1,1125,0,3,93,10,10,10,10,f,0.03
1919273,9949877,11/11/2013,within an hour,0.9,f,Roma Norte,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.42048,-99.16697,Private room in apartment,Private room,2,1 shared bath,1,1,350,2,180,364,75,95,10,10,10,10,f,0.88
1919310,9949877,11/11/2013,within an hour,0.9,f,Roma Norte,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.42242,-99.16823,Private room in apartment,Private room,2,1 shared bath,1,0,350,2,1125,365,140,93,10,10,10,10,f,1.56
1919438,3494399,06/09/2012,within an hour,1,f,Roma Norte,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,19.42048,-99.15678,Entire loft,Entire home/apt,4,1 bath,1,0,1388,2,1125,337,189,92,10,10,10,10,t,2.09
1925256,2518152,01/06/2012,within an hour,1,f,,7,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.34943,-99.19427,Room in boutique hotel,Private room,2,1 shared bath,1,1,1800,1,90,103,36,99,10,10,10,10,f,0.42
1945351,340030,08/01/2011,,,f,,3,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.28356,-99.21837,Private room in house,Private room,2,1 private bath,1,1,479,3,1125,365,2,100,10,10,10,10,f,0.05
1949644,10081994,17/11/2013,within an hour,1,t,Roma Sur,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.41063,-99.16575,Entire apartment,Entire home/apt,4,1.5 baths,2,2,900,2,90,177,63,98,10,10,10,10,t,0.7
1988412,10128524,19/11/2013,,,f,Narvarte,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.38672,-99.15554,Entire apartment,Entire home/apt,2,2 baths,2,2,898,365,365,333,23,96,9,10,10,9,f,0.26
1999474,10300365,27/11/2013,within a day,1,f,,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.42064,-99.16134,Entire apartment,Entire home/apt,4,2 baths,2,2,1798,4,45,237,55,95,10,10,10,10,f,0.62
2007564,9155234,01/10/2013,,,t,Hipódromo,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.40137,-99.17173,Entire loft,Entire home/apt,4,1 bath,,2,699,3,600,205,88,98,10,10,10,10,t,0.98
2030859,790208,07/07/2011,within an hour,0.94,f,San Miguel Chapultepec,4,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40692,-99.18831,Private room in house,Private room,6,2 baths,2,5,912,2,365,328,50,97,10,10,10,10,f,0.57
2046159,7682248,23/07/2013,a few days or more,0.4,f,Roma Sur,20,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,19.40914,-99.16199,Private room in house,Private room,3,1.5 shared baths,1,2,560,3,90,358,32,92,9,9,10,10,t,0.36
2056514,10531228,09/12/2013,within a day,1,t,Coyoacán,3,"['phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.35711,-99.16049,Entire apartment,Entire home/apt,4,1 bath,1,2,1297,2,1125,326,34,99,10,10,10,10,f,0.49
2056622,10531228,09/12/2013,within a day,1,t,Coyoacán,3,"['phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.35585,-99.16315,Entire loft,Entire home/apt,3,1 bath,1,2,1577,2,1125,325,13,98,10,10,10,10,f,0.23
2056638,10531228,09/12/2013,within a day,1,t,Coyoacán,3,"['phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.35353,-99.16299,Entire loft,Entire home/apt,3,1.5 baths,1,1,1577,1,1125,325,21,99,10,10,10,10,f,0.24
2072354,16840050,16/06/2014,,,f,,3,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.35358,-99.16948,Entire guest suite,Entire home/apt,2,1 bath,1,1,750,3,1125,243,60,97,10,10,10,10,t,0.67
2075738,2339771,10/05/2012,within a few hours,1,f,,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41909,-99.16043,Entire loft,Entire home/apt,2,2 baths,1,1,2578,2,30,356,45,97,10,10,10,10,f,0.51
